itemonagendaid,GL_rec
12746378,For
12746379,For
12746562,For
13271573,For
13271572,For
13271574,For
13271575,For
13271578,For
13271576,For
13271577,For
13271581,For
13271579,For
13271580,For
13972383,For
13972392,For
13972384,For
13972385,For
13972386,For
13972387,For
13972388,For
13972389,For
13972390,For
13972391,For
13972393,For
13972394,For
13972395,For
7332731,Withhold
7332732,For
7332733,For
7332734,For
7332735,For
7332736,For
7332737,For
7332738,For
7332739,Against
7641261,Withhold
7641262,Withhold
7641263,For
7641264,For
7641265,For
7641266,For
7641267,For
7641268,For
7641269,For
7641270,Against
8044972,Withhold
8044973,For
8044974,For
8044975,For
8044976,For
8044977,For
8044978,For
8044979,For
8044980,For
8044981,For
8044982,Against
8336993,Withhold
8336994,For
8336995,For
8336996,For
8336997,For
8336998,For
8336999,For
8337000,For
8337001,1 Year
8713917,Withhold
8713918,For
8713919,For
8713920,For
8713921,For
8713922,For
8713923,For
8713924,For
8713925,Against
8713926,For
8713927,For
7356511,For
7356512,Against
7356513,For
7356514,For
7356515,For
7356516,For
7356517,For
7356518,For
7356519,For
7356520,For
7356521,For
7356522,For
7356523,For
7356524,For
7356525,Against
7687428,Against
7687429,Against
7687430,For
7687431,Against
7687432,Against
7687433,Against
7687434,For
7687435,For
7687436,For
7687437,For
7687438,For
7687439,For
7687440,For
7687441,For
7687442,For
7687443,Against
8027661,Against
8027662,Against
8027663,For
8027664,Against
8027665,Against
8027666,Against
8027667,For
8027668,For
8027669,For
8027670,For
8027671,For
8027672,For
8027673,For
8027674,For
8027675,For
8027676,For
8027677,For
8027678,Against
8027679,For
8372532,For
8372556,Against
8372533,Against
8372534,Against
8372535,Against
8372536,Against
8372537,Against
8372539,For
8372540,For
8372541,For
8372542,For
8372543,For
8372545,For
8372546,Against
8372547,For
8372548,Against
8372566,1 Year
8372549,Against
8372550,For
8752265,For
8752266,For
8752267,For
8752268,For
8752269,Against
8752270,For
8752271,For
8752272,For
8752273,For
8752274,For
8752275,For
8752276,For
8752277,For
8752280,For
8752282,Against
8752283,Against
9195605,For
9195606,For
9195607,For
9195608,For
9195609,Against
9195610,For
9195611,For
9195612,For
9195613,For
9195614,For
9195615,For
9195616,For
9195617,For
9195618,For
9195619,For
9195620,For
9195621,For
9195622,Against
9678688,For
9678689,For
9678690,For
9678691,For
9678692,Against
9678693,For
9678694,For
9678695,For
9678696,For
9678697,For
9678698,For
9678699,For
9678700,For
9678701,For
9678702,For
9678703,For
9678704,For
9678705,For
9678728,Against
9678729,Against
10103422,For
10103423,For
10103424,For
10103425,For
10103426,Against
10103427,For
10103428,For
10103429,For
10103430,For
10103431,For
10103432,For
10103433,For
10103434,For
10103451,For
10103452,For
10103453,Against
10103454,Against
10675363,For
10675364,For
10675365,For
10675366,For
10675367,For
10675368,For
10675369,For
10675370,For
10675371,For
10675372,For
10675373,For
10675374,For
10675405,For
10675406,For
10675407,For
10675408,Against
11263060,For
11263061,For
11263062,For
11263063,For
11263064,For
11263065,For
11263066,For
11263067,For
11263068,For
11263069,For
11263070,For
11263071,For
11263133,For
11263134,For
11263135,Against
11263136,1 Year
11263185,Against
11263186,For
11981929,For
11981930,For
11981931,For
11981932,For
11981933,For
11981934,For
11981935,For
11981936,For
11981937,For
11981938,For
11981939,For
11981940,Against
11981941,Against
11981942,Against
7344802,For
7344803,For
7344804,For
7344805,For
7344806,For
7344807,For
7344808,For
7344809,For
7344810,For
7344811,For
7668116,For
7668117,For
7668118,For
7668119,For
7668120,For
7668121,For
7668122,For
7668123,For
7668124,For
7377095,For
7377096,For
7377097,For
7377098,For
7377099,For
7377100,For
7377101,For
7377102,For
7377103,For
7377104,For
7734061,For
7734062,For
7734063,Withhold
7734064,Withhold
7734065,Withhold
7734066,For
7734067,For
7734068,For
7734069,Withhold
7734070,For
7991251,For
7991252,For
7991253,Against
7991254,For
7991255,For
7991256,Against
7991257,For
7991258,For
7991259,For
7991260,For
7991261,For
8714060,For
8714061,For
8714062,For
8714063,For
8714064,Against
8714065,Against
8714066,For
8714067,For
8714068,For
8714069,For
8714070,Against
9687483,For
9687484,For
9687485,For
9687486,For
9687487,For
9687488,For
9687489,For
9687490,For
9687491,For
7998701,Withhold
7998702,For
8007024,For
7998703,For
8334622,For
8334623,For
8334624,For
8334625,For
8334626,1 Year
8707078,For
8707079,Withhold
8707080,Withhold
8707081,For
8707082,For
10062641,For
10062642,For
10062643,For
10062644,For
10062645,For
10062646,For
11237678,For
11237679,For
11237680,For
11237681,For
11237682,1 Year
11938876,For
11938877,For
11938878,For
11938879,For
11938880,For
12582777,For
12582778,For
12582779,For
12582780,For
12582781,For
12582782,For
12582783,For
14020553,For
14020554,For
14020555,For
14020556,For
14020557,For
14020558,For
14020559,For
14020560,For
7720270,For
7720271,Against
7720272,For
7720273,For
8085125,For
8085126,For
8085127,For
8085128,For
8085129,For
8085130,For
8818859,For
8818860,For
8818861,For
8818862,For
8818863,For
8818864,For
9259944,For
9259945,For
9259946,For
9259947,For
9259948,For
9707685,For
9707686,For
9707687,For
9707688,For
9707689,For
9707690,For
10162181,For
10162182,Withhold
10162183,For
10162184,For
10162185,For
10162186,For
10762875,For
10762876,For
10762877,For
10762878,For
10762879,For
10762880,For
7234384,For
7234385,For
7234386,For
7234387,For
7234388,For
7559198,For
7559199,For
7559200,For
7559201,For
7559202,For
7906783,For
7906784,For
7906785,For
7906786,For
7906787,For
7906788,For
8245947,For
8245948,For
8245949,For
8245950,For
8245951,For
8245952,Against
8245953,1 Year
8245954,For
8603320,For
8603321,For
8603322,For
8603323,For
8603324,For
9063768,For
9063769,For
9063770,For
9063771,For
9063772,For
9063773,For
9063774,For
9063775,For
9489912,For
9489913,For
9489914,For
9489915,For
9489916,For
9489917,For
9489918,For
10467650,For
10467651,For
10467652,For
10467653,For
10467654,For
10467655,For
10467656,For
10467657,For
11045803,For
11045804,For
11045805,For
11045806,For
11045807,For
11045808,For
11045809,For
11045810,For
11045811,For
11045812,1 Year
11045813,For
12465643,For
12465644,For
12465645,For
12465646,For
12465647,For
12465648,For
12465649,For
12465650,For
12465651,For
12465652,For
13156639,For
13156640,For
13156641,For
13156642,For
13156643,For
13156644,For
13156645,For
13156646,For
13156647,For
13156648,For
13857512,For
13857513,For
13857514,For
13857515,For
13857516,For
13857517,For
13857518,For
13857519,For
13857520,For
13857521,For
13857522,For
7474330,For
7474331,Withhold
7474332,For
7474333,For
7474334,For
7825501,For
7825502,For
7825503,For
7825504,For
7825505,For
7825506,For
8529508,Withhold
8529509,Withhold
8529510,Withhold
8529511,Withhold
8529512,For
8529513,For
8529514,1 Year
8936905,Withhold
8936906,For
8936907,Withhold
8936908,Withhold
8936909,For
8936912,For
8936910,For
8936911,For
9379223,For
9379224,Withhold
9379225,For
9379226,For
9379227,For
9379228,For
9379229,For
9828025,Withhold
9828026,Withhold
9828027,Withhold
9828028,Withhold
9828029,For
9828030,For
9828031,For
9828032,For
10319151,Withhold
10319152,Withhold
10319153,Withhold
10319154,Withhold
10319155,For
10319156,For
8319589,For
8319590,For
8319591,For
8319592,For
8319593,For
8319594,For
8319595,For
8319596,For
8319597,1 Year
9170066,For
9170067,For
9170068,For
9170069,For
9170070,For
9170071,For
9170072,For
9170073,For
9170074,For
9602411,For
9602412,For
9602413,Against
9602414,For
9602415,For
9602416,For
9602417,For
9602418,For
9602419,For
11876094,For
11876095,For
11876096,For
11876097,For
11876098,For
11876099,For
11876100,For
11876101,For
11876102,For
7332535,For
7332536,For
7332537,For
7332538,For
7332539,For
7332540,For
7332541,For
7332542,For
7332543,For
7332544,For
7644156,For
7644157,For
7644158,For
7644159,For
7644160,Withhold
7644161,Withhold
7644162,For
7644163,Withhold
7644164,Withhold
7644165,For
7644166,For
7644167,For
8000706,For
8000707,For
8000708,For
8000709,For
8000710,For
8000711,For
8000712,For
8000713,For
8000714,For
8000715,For
8000716,For
8000717,For
8000718,For
8354052,For
8354053,For
8354054,For
8354055,For
8354056,For
8354057,For
8354058,For
8354059,For
8354060,For
8354061,For
8354062,For
8354063,For
8354064,1 Year
8354065,For
8354066,For
8731963,For
8731964,For
8731965,For
8731966,For
8731967,For
8731968,For
8731969,For
8731970,For
8731971,For
8731972,For
8731973,For
8731974,For
8731975,Against
9190815,For
9190816,For
9190817,For
9190818,For
9190819,For
9190820,For
9190821,For
9190822,For
9190823,For
9190824,For
9190825,For
9190826,For
9190827,For
9190828,Against
9554148,For
9554149,For
9554150,For
9554151,For
9554152,For
9554153,For
9554154,For
9554155,For
9554156,For
9554157,For
9554174,For
9554175,For
9554180,For
9554181,For
9554194,For
10074198,For
10074199,For
10074200,For
10074201,For
10074202,For
10074203,For
10074204,For
10074205,For
10074206,For
10074207,For
10074208,For
10074209,For
10074210,For
10074211,For
10648137,For
10648138,For
10648139,Against
10648140,For
10648141,For
10648142,For
10648143,For
10648144,For
10648145,For
10648146,For
10648147,For
10648148,For
10648149,For
10648150,For
11193267,For
11193268,For
11193269,For
11193270,For
11193271,For
11193272,For
11193273,For
11193274,For
11193275,For
11193276,Against
11193277,For
11193278,1 Year
11193279,For
11193280,For
11193281,Against
11905459,For
11905460,For
11905461,For
11905462,For
11905463,For
11905464,For
11905465,For
11905466,For
11905467,For
11905468,For
11905469,Against
11905470,For
11905471,For
11905472,Against
12654863,For
12654864,For
12654865,For
12654866,For
12654867,For
12654868,For
12654869,For
12654870,For
12654871,For
12654872,For
12654873,For
12654874,For
12654875,For
12654876,For
12654877,For
12654878,Against
13323137,For
13323138,For
13323139,For
13323140,For
13323141,For
13323142,For
13323143,For
13323144,For
13323145,For
13323146,For
13323147,For
13323148,For
13323149,For
13323150,For
13323151,For
13323152,For
14031310,For
14031311,For
14031312,For
14031313,For
14031314,For
14031315,For
14031316,For
14031317,For
14031318,For
14031319,For
14031320,For
14031321,For
14031322,For
14031330,For
14031331,For
14031332,For
7681593,Withhold
7681594,Withhold
7681595,For
7681596,For
7681597,For
7681598,Withhold
7681599,Withhold
7681600,For
7681601,For
7681602,For
8034941,For
8034942,For
8034943,For
8034944,For
8034945,For
8034946,For
8034947,For
8034948,For
8034949,For
8376590,For
8376591,For
8376592,For
8376593,For
8376594,For
8376595,For
8376596,For
8376597,For
8376598,For
8376599,For
8376600,1 Year
8376601,For
10109504,For
10109505,For
10109506,For
10109507,For
10109508,For
10109509,For
10109510,For
10109511,For
10109512,For
10109513,For
10109514,Against
10634107,For
10634108,For
10634109,For
10634110,For
10634111,For
10634112,For
10634113,For
10634114,For
10634115,For
10634116,For
10634117,Against
10634118,For
11218021,For
11218030,For
11218022,For
11218023,For
11218024,For
11218025,For
11218026,For
11218027,For
11218028,For
11218029,For
11218031,For
11218032,For
11218033,1 Year
11218057,For
11926588,For
11926597,For
11926589,For
11926590,For
11926591,For
11926592,Withhold
11926593,For
11926594,For
11926595,For
11926596,For
11926598,For
11926599,For
11927873,For
12641057,For
12641066,For
12641058,For
12641059,For
12641060,Withhold
12641061,For
12641062,For
12641063,For
12641064,For
12641065,For
12641067,For
12641068,For
13334861,For
13334862,For
13334863,For
13334864,Withhold
13334865,For
13334866,For
13334867,For
13334868,For
13334869,For
13334870,For
13334871,For
13334872,For
14052624,For
14052625,For
14052626,Withhold
14052627,For
14052628,For
14052629,For
14052630,For
14052631,For
14052632,For
14052633,For
14052634,For
7315960,For
7315961,For
7315962,For
7315963,For
7315964,For
7315965,For
7315966,For
7315967,For
7315968,For
7315969,Against
7315970,For
7315971,For
7664293,For
7664294,For
7664295,For
7664296,For
7664297,For
7664298,For
7664299,For
7664300,For
7664301,For
7664302,For
7664303,For
7953887,For
7953896,For
7953888,For
7953889,For
7953890,For
7953891,For
7953892,For
7953893,For
7953894,For
7953895,For
7953897,For
7953899,For
7953898,For
8356957,For
8356966,For
8356958,For
8356959,For
8356960,For
8356961,For
8356962,For
8356963,For
8356964,For
8356965,For
8356967,For
8356968,For
8356969,1 Year
8712426,For
8712427,For
8712428,For
8712429,For
8712430,For
8712431,For
8712432,For
8712433,For
8712434,For
8712435,For
8712436,For
9170122,For
9170123,For
9170124,For
9170125,For
9170126,For
9170127,For
9170128,For
9170129,For
9170130,For
9170131,For
9170132,For
9170133,For
10623943,For
10623944,For
10623953,For
10623945,For
10623946,For
10623947,For
10623948,For
10623949,For
10623950,For
10623951,For
10623952,For
10623954,For
10623955,For
11224510,For
11224511,1 Year
11224512,For
11224521,For
11224513,For
11224514,For
11224515,For
11224516,For
11224517,For
11224518,For
11224519,For
11224520,For
11224522,For
11224523,For
11224524,For
11926699,For
11926700,For
11926701,For
11926702,For
11926703,For
11926704,For
11926705,For
11926706,For
11926707,For
11926708,For
11926709,For
11926710,For
11926711,For
11926712,For
12632866,For
12632867,For
12632868,For
12632869,For
12632870,For
12632871,For
12632872,For
12632873,For
12632874,For
12632875,For
12632876,For
12632877,For
12632878,For
13308463,For
13308464,For
13308465,For
13308466,For
13308467,For
13308468,For
13308469,For
13308470,For
13308471,For
13308472,For
13308473,For
13308474,For
14009974,For
14009975,For
14009977,For
14009978,For
14009979,For
14009980,For
14009981,For
14009982,For
14009983,For
14009984,For
14009985,For
9125416,For
9125417,For
9125418,For
9125419,For
9125420,For
9125421,For
9125422,For
9125423,For
9125424,For
10017445,For
10017446,For
10017447,For
10017448,For
10017449,For
10017450,For
10017451,For
10017452,For
10017453,For
10017454,For
10572845,For
10572846,For
10572847,For
10572848,For
10572849,For
10572850,For
10572851,For
10572852,For
10572853,For
10572854,For
8004471,For
8004472,For
8004473,For
8402475,For
8402476,For
8402477,For
8402478,For
8402479,For
8402480,For
8402481,For
8402482,For
8402483,For
8402484,1 Year
8809588,For
8809589,For
8809590,For
8809591,For
8809592,For
8809593,For
8809594,For
8809595,For
8809596,Against
9234058,For
9234059,Withhold
9234060,For
9234061,For
9234062,For
9234063,For
9234064,For
9234065,For
9234066,Against
9703463,For
9703464,For
9703465,For
9703466,For
9703467,For
9703468,For
9703469,For
9703470,For
9703471,For
9703472,For
10109184,For
10109185,For
10109186,For
10109187,For
10109188,For
10109189,For
10109190,For
10109191,Against
10109192,For
10681612,For
10681613,For
10681614,Withhold
10681615,For
10681616,For
10681617,For
10681618,For
10681619,For
10681620,Against
10681621,For
11253092,For
11253093,For
11253094,For
11253095,For
11253096,For
11253097,For
11253098,For
11253099,Against
11253100,1 Year
11253101,For
11253102,For
12062848,For
12062849,For
12062850,For
12062851,For
12062852,For
12062853,For
12062854,For
12062855,For
12062856,For
12062857,For
12062858,For
12708532,For
12708533,For
12708534,For
12708535,For
12708536,For
12708537,For
12708538,For
12708539,For
12708540,For
12708541,For
13361891,For
13361892,For
13361893,For
13361894,For
13361895,For
13361896,For
13361897,For
13361898,For
13361899,For
13361900,For
13361901,For
13361902,For
14147944,For
14147945,For
14147946,For
14147947,For
14147948,For
14147949,For
14147950,For
14147951,For
14147952,For
7342243,For
7342244,For
7342245,Withhold
7342246,For
7342247,For
7342248,For
7342249,For
7342250,For
7342251,Against
7342252,For
7708555,For
7708556,For
7708557,For
7708558,For
7708559,For
7708560,For
7708561,For
7708562,For
